year_month,direction,sex,age,estimate
2016-10,Arrivals,Female,60-64 years,182
2016-10,Arrivals,Female,65-69 years,105
2016-10,Arrivals,Female,70-74 years,58
2016-10,Arrivals,Female,75-79 years,35
2016-10,Arrivals,Female,80-84 years,15
2016-10,Arrivals,Female,85-89 years,8
2016-10,Arrivals,Female,90+ years,3
2016-10,Arrivals,Male,0-4 years,409
2016-10,Arrivals,Male,10-14 years,229
2016-10,Arrivals,Male,15-19 years,391
2016-10,Arrivals,Male,20-24 years,905
2016-10,Arrivals,Male,25-29 years,1178
2016-10,Arrivals,Male,30-34 years,826
2016-10,Arrivals,Male,35-39 years,560
2016-10,Arrivals,Male,40-44 years,409
2016-10,Arrivals,Male,45-49 years,283
2016-10,Arrivals,Male,50-54 years,219
2016-10,Arrivals,Male,55-59 years,185
2016-10,Arrivals,Male,60-64 years,188
2016-10,Arrivals,Male,65-69 years,116
2016-10,Arrivals,Male,70-74 years,59
2016-10,Arrivals,Male,75-79 years,31
2016-10,Arrivals,Male,80-84 years,14
2016-10,Arrivals,Male,85-89 years,10
2016-10,Arrivals,Male,90+ years,1
2016-10,Departures,Female,0-4 years,193
2016-10,Departures,Female,10-14 years,82
2016-10,Departures,Female,15-19 years,135
2016-10,Departures,Female,20-24 years,433
2016-10,Departures,Female,25-29 years,557
2016-10,Departures,Female,30-34 years,320
2016-10,Departures,Female,35-39 years,193
2016-10,Departures,Female,40-44 years,142
2016-10,Departures,Female,45-49 years,139
2016-10,Departures,Female,50-54 years,97
2016-10,Departures,Female,55-59 years,86
2016-10,Departures,Female,60-64 years,91
2016-10,Departures,Female,65-69 years,64
2016-10,Departures,Female,70-74 years,29
2016-10,Departures,Female,75-79 years,13
2016-10,Departures,Female,80-84 years,11
2016-10,Departures,Female,85-89 years,6
2016-10,Departures,Female,90+ years,1
2016-10,Departures,Male,0-4 years,188
2016-10,Departures,Male,10-14 years,107
2016-10,Departures,Male,15-19 years,141
2016-10,Departures,Male,20-24 years,491
2016-10,Departures,Male,25-29 years,596
2016-10,Departures,Male,30-34 years,377
2016-10,Departures,Male,35-39 years,190
2016-10,Departures,Male,40-44 years,184
2016-10,Departures,Male,45-49 years,151
2016-10,Departures,Male,50-54 years,115
2016-10,Departures,Male,55-59 years,101
2016-10,Departures,Male,60-64 years,64
2016-10,Departures,Male,65-69 years,47
2016-10,Departures,Male,70-74 years,35
2016-10,Departures,Male,75-79 years,22
2016-10,Departures,Male,80-84 years,7
2016-10,Departures,Male,85-89 years,4
2016-10,Departures,Male,90+ years,2
2016-11,Arrivals,Female,0-4 years,434
2016-11,Arrivals,Female,10-14 years,193
2016-11,Arrivals,Female,15-19 years,295
2016-11,Arrivals,Female,20-24 years,905
2016-11,Arrivals,Female,25-29 years,1357
2016-11,Arrivals,Female,30-34 years,805
2016-11,Arrivals,Female,35-39 years,478
2016-11,Arrivals,Female,40-44 years,325
2016-11,Arrivals,Female,45-49 years,182
2016-11,Arrivals,Female,50-54 years,171
2016-11,Arrivals,Female,55-59 years,199
2016-11,Arrivals,Female,60-64 years,192
2016-11,Arrivals,Female,65-69 years,138
2016-11,Arrivals,Female,70-74 years,55
2016-11,Arrivals,Female,75-79 years,38
2016-11,Arrivals,Female,80-84 years,25
2016-11,Arrivals,Female,85-89 years,10
2016-11,Arrivals,Male,0-4 years,449
2016-11,Arrivals,Male,10-14 years,232
2016-11,Arrivals,Male,15-19 years,349
2016-11,Arrivals,Male,20-24 years,838
2016-11,Arrivals,Male,25-29 years,1298
2016-11,Arrivals,Male,30-34 years,860
2016-11,Arrivals,Male,35-39 years,532
2016-11,Arrivals,Male,40-44 years,355
2016-11,Arrivals,Male,45-49 years,292
2016-11,Arrivals,Male,50-54 years,211
2016-11,Arrivals,Male,55-59 years,181
2016-11,Arrivals,Male,60-64 years,177
2016-11,Arrivals,Male,65-69 years,118
2016-11,Arrivals,Male,70-74 years,57
2016-11,Arrivals,Male,75-79 years,23
2016-11,Arrivals,Male,80-84 years,14
2016-11,Arrivals,Male,85-89 years,7
2016-11,Arrivals,Male,90+ years,1
2016-11,Departures,Female,0-4 years,228
2016-11,Departures,Female,10-14 years,107
2016-11,Departures,Female,15-19 years,330
2016-11,Departures,Female,20-24 years,716
2016-11,Departures,Female,25-29 years,634
2016-11,Departures,Female,30-34 years,323
2016-11,Departures,Female,35-39 years,200
2016-11,Departures,Female,40-44 years,157
2016-11,Departures,Female,45-49 years,139
2016-11,Departures,Female,50-54 years,127
2016-11,Departures,Female,55-59 years,97
2016-11,Departures,Female,60-64 years,76
2016-11,Departures,Female,65-69 years,59
2016-11,Departures,Female,70-74 years,36
2016-11,Departures,Female,75-79 years,12
2016-11,Departures,Female,80-84 years,12
2016-11,Departures,Female,85-89 years,4
2016-11,Departures,Female,90+ years,2
2016-11,Departures,Male,0-4 years,223
2016-11,Departures,Male,10-14 years,129
2016-11,Departures,Male,15-19 years,376
2016-11,Departures,Male,20-24 years,811
2016-11,Departures,Male,25-29 years,728
2016-11,Departures,Male,30-34 years,352
2016-11,Departures,Male,35-39 years,225
2016-11,Departures,Male,40-44 years,185
2016-11,Departures,Male,45-49 years,160
2016-11,Departures,Male,50-54 years,140
2016-11,Departures,Male,55-59 years,97
2016-11,Departures,Male,60-64 years,76
2016-11,Departures,Male,65-69 years,55
2016-11,Departures,Male,70-74 years,30
2016-11,Departures,Male,75-79 years,15
2016-11,Departures,Male,80-84 years,13
2016-11,Departures,Male,85-89 years,1
2016-12,Arrivals,Female,0-4 years,502
2016-12,Arrivals,Female,10-14 years,459
2016-12,Arrivals,Female,15-19 years,409
2016-12,Arrivals,Female,20-24 years,833
2016-12,Arrivals,Female,25-29 years,1308
2016-12,Arrivals,Female,30-34 years,870
2016-12,Arrivals,Female,35-39 years,573
2016-12,Arrivals,Female,40-44 years,429
2016-12,Arrivals,Female,45-49 years,320
2016-12,Arrivals,Female,50-54 years,237
2016-12,Arrivals,Female,55-59 years,229
2016-12,Arrivals,Female,60-64 years,183
2016-12,Arrivals,Female,65-69 years,124
2016-12,Arrivals,Female,70-74 years,51
2016-12,Arrivals,Female,75-79 years,30
2016-12,Arrivals,Female,80-84 years,11
2016-12,Arrivals,Female,85-89 years,11
2016-12,Arrivals,Female,90+ years,1
2016-12,Arrivals,Male,0-4 years,556
2016-12,Arrivals,Male,10-14 years,476
2016-12,Arrivals,Male,15-19 years,452
2016-12,Arrivals,Male,20-24 years,659
2016-12,Arrivals,Male,25-29 years,1106
2016-12,Arrivals,Male,30-34 years,811
2016-12,Arrivals,Male,35-39 years,535
2016-12,Arrivals,Male,40-44 years,409
2016-12,Arrivals,Male,45-49 years,316
2016-12,Arrivals,Male,50-54 years,252
2016-12,Arrivals,Male,55-59 years,201
2016-12,Arrivals,Male,60-64 years,198
2016-12,Arrivals,Male,65-69 years,98
2016-12,Arrivals,Male,70-74 years,54
2016-12,Arrivals,Male,75-79 years,30
2016-12,Arrivals,Male,80-84 years,13
2016-12,Arrivals,Male,85-89 years,6
2016-12,Arrivals,Male,90+ years,3
2016-12,Departures,Female,0-4 years,290
2016-12,Departures,Female,10-14 years,316
2016-12,Departures,Female,15-19 years,529
2016-12,Departures,Female,20-24 years,797
2016-12,Departures,Female,25-29 years,800
2016-12,Departures,Female,30-34 years,404
2016-12,Departures,Female,35-39 years,302
2016-12,Departures,Female,40-44 years,278
2016-12,Departures,Female,45-49 years,202
2016-12,Departures,Female,50-54 years,201
2016-12,Departures,Female,55-59 years,136
2016-12,Departures,Female,60-64 years,106
2016-12,Departures,Female,65-69 years,74
2016-12,Departures,Female,70-74 years,42
2016-12,Departures,Female,75-79 years,19
2016-12,Departures,Female,80-84 years,11
2016-12,Departures,Female,85-89 years,6
2016-12,Departures,Female,90+ years,3
2016-12,Departures,Male,0-4 years,315
2016-12,Departures,Male,10-14 years,331
2016-12,Departures,Male,15-19 years,576
2016-12,Departures,Male,20-24 years,820
2016-12,Departures,Male,25-29 years,882
2016-12,Departures,Male,30-34 years,472
2016-12,Departures,Male,35-39 years,328
2016-12,Departures,Male,40-44 years,223
2016-12,Departures,Male,45-49 years,193
2016-12,Departures,Male,50-54 years,164
2016-12,Departures,Male,55-59 years,118
2016-12,Departures,Male,60-64 years,96
2016-12,Departures,Male,65-69 years,68
2016-12,Departures,Male,70-74 years,39
2016-12,Departures,Male,75-79 years,20
2016-12,Departures,Male,80-84 years,9
2016-12,Departures,Male,85-89 years,6
2016-12,Departures,Male,90+ years,1
2017-01,Arrivals,Female,0-4 years,413
2017-01,Arrivals,Female,10-14 years,569
2017-01,Arrivals,Female,15-19 years,899
2017-01,Arrivals,Female,20-24 years,822
2017-01,Arrivals,Female,25-29 years,1199
2017-01,Arrivals,Female,30-34 years,765
2017-01,Arrivals,Female,35-39 years,557
2017-01,Arrivals,Female,40-44 years,477
2017-01,Arrivals,Female,45-49 years,316
2017-01,Arrivals,Female,50-54 years,193
2017-01,Arrivals,Female,55-59 years,164
2017-01,Arrivals,Female,60-64 years,129
2017-01,Arrivals,Female,65-69 years,86
2017-01,Arrivals,Female,70-74 years,39
2017-01,Arrivals,Female,75-79 years,18
2017-01,Arrivals,Female,80-84 years,21
2017-01,Arrivals,Female,85-89 years,6
2017-01,Arrivals,Female,90+ years,6
2017-01,Arrivals,Male,0-4 years,439
2017-01,Arrivals,Male,10-14 years,608
2017-01,Arrivals,Male,15-19 years,908
2017-01,Arrivals,Male,20-24 years,894
2017-01,Arrivals,Male,25-29 years,1055
2017-01,Arrivals,Male,30-34 years,799
2017-01,Arrivals,Male,35-39 years,567
2017-01,Arrivals,Male,40-44 years,448
2017-01,Arrivals,Male,45-49 years,303
2017-01,Arrivals,Male,50-54 years,215
2017-01,Arrivals,Male,55-59 years,164
2017-01,Arrivals,Male,60-64 years,128
2017-01,Arrivals,Male,65-69 years,70
2017-01,Arrivals,Male,70-74 years,38
2017-01,Arrivals,Male,75-79 years,32
2017-01,Arrivals,Male,80-84 years,14
2017-01,Arrivals,Male,85-89 years,5
2017-01,Arrivals,Male,90+ years,2
2017-01,Departures,Female,0-4 years,236
2017-01,Departures,Female,10-14 years,196
2017-01,Departures,Female,15-19 years,303
2017-01,Departures,Female,20-24 years,597
2017-01,Departures,Female,25-29 years,633
2017-01,Departures,Female,30-34 years,410
2017-01,Departures,Female,35-39 years,242
2017-01,Departures,Female,40-44 years,205
2017-01,Departures,Female,45-49 years,160
2017-01,Departures,Female,50-54 years,141
2017-01,Departures,Female,55-59 years,102
2017-01,Departures,Female,60-64 years,84
2017-01,Departures,Female,65-69 years,48
2017-01,Departures,Female,70-74 years,32
2017-01,Departures,Female,75-79 years,17
2017-01,Departures,Female,80-84 years,11
2017-01,Departures,Female,85-89 years,7
2017-01,Departures,Female,90+ years,1
2017-01,Departures,Male,0-4 years,263
2017-01,Departures,Male,10-14 years,239
2017-01,Departures,Male,15-19 years,281
2017-01,Departures,Male,20-24 years,679
2017-01,Departures,Male,25-29 years,681
2017-01,Departures,Male,30-34 years,426
2017-01,Departures,Male,35-39 years,242
2017-01,Departures,Male,40-44 years,191
2017-01,Departures,Male,45-49 years,200
2017-01,Departures,Male,50-54 years,139
2017-01,Departures,Male,55-59 years,105
2017-01,Departures,Male,60-64 years,58
2017-01,Departures,Male,65-69 years,45
2017-01,Departures,Male,70-74 years,37
2017-01,Departures,Male,75-79 years,12
2017-01,Departures,Male,80-84 years,12
2017-01,Departures,Male,85-89 years,2
2017-02,Arrivals,Female,0-4 years,435
2017-02,Arrivals,Female,10-14 years,223
2017-02,Arrivals,Female,15-19 years,681
2017-02,Arrivals,Female,20-24 years,1285
2017-02,Arrivals,Female,25-29 years,1489
2017-02,Arrivals,Female,30-34 years,909
2017-02,Arrivals,Female,35-39 years,463
2017-02,Arrivals,Female,40-44 years,303
2017-02,Arrivals,Female,45-49 years,181
2017-02,Arrivals,Female,50-54 years,156
2017-02,Arrivals,Female,55-59 years,173
2017-02,Arrivals,Female,60-64 years,135
2017-02,Arrivals,Female,65-69 years,95
2017-02,Arrivals,Female,70-74 years,47
2017-02,Arrivals,Female,75-79 years,30
2017-02,Arrivals,Female,80-84 years,13
2017-02,Arrivals,Female,85-89 years,10
2017-02,Arrivals,Female,90+ years,1
2017-02,Arrivals,Male,0-4 years,438
2017-02,Arrivals,Male,10-14 years,280
2017-02,Arrivals,Male,15-19 years,761
2017-02,Arrivals,Male,20-24 years,1397
2017-02,Arrivals,Male,25-29 years,1387
2017-02,Arrivals,Male,30-34 years,964
2017-02,Arrivals,Male,35-39 years,605
2017-02,Arrivals,Male,40-44 years,407
2017-02,Arrivals,Male,45-49 years,256
2017-02,Arrivals,Male,50-54 years,183
2017-02,Arrivals,Male,55-59 years,138
2017-02,Arrivals,Male,60-64 years,147
2017-02,Arrivals,Male,65-69 years,92
2017-02,Arrivals,Male,70-74 years,38
2017-02,Arrivals,Male,75-79 years,23
2017-02,Arrivals,Male,80-84 years,12
2017-02,Arrivals,Male,85-89 years,5
2017-02,Departures,Female,0-4 years,214
2017-02,Departures,Female,10-14 years,87
2017-02,Departures,Female,15-19 years,221
2017-02,Departures,Female,20-24 years,567
2017-02,Departures,Female,25-29 years,693
2017-02,Departures,Female,30-34 years,386
2017-02,Departures,Female,35-39 years,199
2017-02,Departures,Female,40-44 years,152
2017-02,Departures,Female,45-49 years,118
2017-02,Departures,Female,50-54 years,134
2017-02,Departures,Female,55-59 years,110
2017-02,Departures,Female,60-64 years,86
2017-02,Departures,Female,65-69 years,54
2017-02,Departures,Female,70-74 years,52
2017-02,Departures,Female,75-79 years,16
2017-02,Departures,Female,80-84 years,6
2017-02,Departures,Female,85-89 years,5
2017-02,Departures,Female,90+ years,3
2017-02,Departures,Male,0-4 years,205
2017-02,Departures,Male,10-14 years,90
2017-02,Departures,Male,15-19 years,244
2017-02,Departures,Male,20-24 years,630
2017-02,Departures,Male,25-29 years,804
2017-02,Departures,Male,30-34 years,428
2017-02,Departures,Male,35-39 years,231
2017-02,Departures,Male,40-44 years,177
2017-02,Departures,Male,45-49 years,137
2017-02,Departures,Male,50-54 years,127
2017-02,Departures,Male,55-59 years,99
2017-02,Departures,Male,60-64 years,74
2017-02,Departures,Male,65-69 years,69
2017-02,Departures,Male,70-74 years,32
2017-02,Departures,Male,75-79 years,22
2017-02,Departures,Male,80-84 years,9
2017-02,Departures,Male,85-89 years,4
2017-02,Departures,Male,90+ years,1
2017-03,Arrivals,Female,0-4 years,357
2017-03,Arrivals,Female,10-14 years,182
2017-03,Arrivals,Female,15-19 years,286
2017-03,Arrivals,Female,20-24 years,749
2017-03,Arrivals,Female,25-29 years,1228
2017-03,Arrivals,Female,30-34 years,726
2017-03,Arrivals,Female,35-39 years,441
2017-03,Arrivals,Female,40-44 years,288
2017-03,Arrivals,Female,45-49 years,172
2017-03,Arrivals,Female,50-54 years,137
2017-03,Arrivals,Female,55-59 years,142
2017-03,Arrivals,Female,60-64 years,150
2017-03,Arrivals,Female,65-69 years,82
2017-03,Arrivals,Female,70-74 years,32
2017-03,Arrivals,Female,75-79 years,18
2017-03,Arrivals,Female,80-84 years,13
2017-03,Arrivals,Female,85-89 years,9
2017-03,Arrivals,Male,0-4 years,404
2017-03,Arrivals,Male,10-14 years,215
2017-03,Arrivals,Male,15-19 years,332
2017-03,Arrivals,Male,20-24 years,818
2017-03,Arrivals,Male,25-29 years,1141
2017-03,Arrivals,Male,30-34 years,834
2017-03,Arrivals,Male,35-39 years,543
2017-03,Arrivals,Male,40-44 years,347
2017-03,Arrivals,Male,45-49 years,234
2017-03,Arrivals,Male,50-54 years,163
2017-03,Arrivals,Male,55-59 years,134
2017-03,Arrivals,Male,60-64 years,133
2017-03,Arrivals,Male,65-69 years,94
2017-03,Arrivals,Male,70-74 years,54
2017-03,Arrivals,Male,75-79 years,20
2017-03,Arrivals,Male,80-84 years,11
2017-03,Arrivals,Male,85-89 years,5
2017-03,Arrivals,Male,90+ years,2
2017-03,Departures,Female,0-4 years,217
2017-03,Departures,Female,10-14 years,72
2017-03,Departures,Female,15-19 years,149
2017-03,Departures,Female,20-24 years,539
2017-03,Departures,Female,25-29 years,702
2017-03,Departures,Female,30-34 years,420
2017-03,Departures,Female,35-39 years,226
2017-03,Departures,Female,40-44 years,152
2017-03,Departures,Female,45-49 years,140
2017-03,Departures,Female,50-54 years,138
2017-03,Departures,Female,55-59 years,119
2017-03,Departures,Female,60-64 years,108
2017-03,Departures,Female,65-69 years,68
2017-03,Departures,Female,70-74 years,38
2017-03,Departures,Female,75-79 years,27
2017-03,Departures,Female,80-84 years,14
2017-03,Departures,Female,85-89 years,4
2017-03,Departures,Female,90+ years,3
2017-03,Departures,Male,0-4 years,241
2017-03,Departures,Male,10-14 years,66
2017-03,Departures,Male,15-19 years,160
2017-03,Departures,Male,20-24 years,616
2017-03,Departures,Male,25-29 years,803
2017-03,Departures,Male,30-34 years,421
2017-03,Departures,Male,35-39 years,254
2017-03,Departures,Male,40-44 years,165
2017-03,Departures,Male,45-49 years,179
2017-03,Departures,Male,50-54 years,142
2017-03,Departures,Male,55-59 years,107
2017-03,Departures,Male,60-64 years,93
2017-03,Departures,Male,65-69 years,84
2017-03,Departures,Male,70-74 years,40
2017-03,Departures,Male,75-79 years,26
2017-03,Departures,Male,80-84 years,12
2017-03,Departures,Male,85-89 years,5
2017-03,Departures,Male,90+ years,1
2017-04,Arrivals,Female,0-4 years,332
2017-04,Arrivals,Female,10-14 years,222
2017-04,Arrivals,Female,15-19 years,311
2017-04,Arrivals,Female,20-24 years,584
2017-04,Arrivals,Female,25-29 years,943
2017-04,Arrivals,Female,30-34 years,629
2017-04,Arrivals,Female,35-39 years,384
2017-04,Arrivals,Female,40-44 years,236
2017-04,Arrivals,Female,45-49 years,159
2017-04,Arrivals,Female,50-54 years,126
2017-04,Arrivals,Female,55-59 years,140
2017-04,Arrivals,Female,60-64 years,124
2017-04,Arrivals,Female,65-69 years,66
2017-04,Arrivals,Female,70-74 years,31
2017-04,Arrivals,Female,75-79 years,24
2017-04,Arrivals,Female,80-84 years,9
2017-04,Arrivals,Female,85-89 years,5
2017-04,Arrivals,Female,90+ years,1
2017-04,Arrivals,Male,0-4 years,379
2017-04,Arrivals,Male,10-14 years,233
2017-04,Arrivals,Male,15-19 years,374
2017-04,Arrivals,Male,20-24 years,485
2017-04,Arrivals,Male,25-29 years,768
2017-04,Arrivals,Male,30-34 years,646
2017-04,Arrivals,Male,35-39 years,434
2017-04,Arrivals,Male,40-44 years,310
2017-04,Arrivals,Male,45-49 years,231
2017-04,Arrivals,Male,50-54 years,133
2017-04,Arrivals,Male,55-59 years,131
2017-04,Arrivals,Male,60-64 years,115
2017-04,Arrivals,Male,65-69 years,81
2017-04,Arrivals,Male,70-74 years,33
2017-04,Arrivals,Male,75-79 years,15
2017-04,Arrivals,Male,80-84 years,5
